"num_fatura","nom_filial","tpo_cliente","nom_sexo_cliente","id_linha_produto","vlr_preco_unitario","qtd_produtos","dta_venda","hra_venda","nom_forma_pagam","num_avaliacao"
"704-20-4138","C","Member","Female","4","89.01","5","3/11/2019","18:58","Credit card","10"
"787-15-1757","C","Member","Male","4","132.20999","4","2/18/2019","16:28","Debit card","10"
"649-11-3678","C","Normal","Female","3","68.79","9","2/26/2019","20:26","Cash","7"
"622-20-1945","C","Normal","Female","4","118.259995","1","1/18/2019","15:08","Cash","10"
"372-94-8041","A","Normal","Male","4","45.78","6","2/15/2019","18:03","Debit card","10"
"563-91-7120","A","Normal","Female","2","185.31","4","3/8/2019","13:21","Cash","8"
"746-54-5508","A","Normal","Male","5","64.56","12","1/17/2019","12:48","Credit card","5"
"276-54-0879","B","Normal","Male","6","293.22","9","3/12/2019","19:53","Debit card","3"
"815-11-1168","A","Member","Male","3","299.34","120","3/9/2019","19:09","Cash","3"
"719-76-3868","C","Member","Male","3","282.78","48","3/12/2019","16:30","Cash","10"
"730-61-8757","B","Member","Male","4","153.39","4","1/25/2019","10:11","Credit card","5"
"340-66-0321","A","Member","Male","1","109.08","3","3/25/2019","13:07","Cash","9"
"868-81-1752","B","Normal","Male","5","66.06","9","2/7/2019","18:48","Cash","8"
"634-97-8956","A","Normal","Male","3","98.700005","3","2/17/2019","17:27","Credit card","10"
"566-71-1091","A","Normal","Male","2","231.06","5","2/3/2019","15:59","Cash","7"
"442-48-3607","A","Member","Male","3","70.44","24","3/14/2019","11:21","Credit card","10"
"835-16-0096","C","Member","Male","6","44.1","4","3/24/2019","13:48","Debit card","10"
"527-09-6272","A","Member","Female","1","85.350006","4","3/21/2019","10:17","Credit card","10"
"898-04-2717","A","Normal","Male","2","229.20001","7","3/19/2019","15:49","Debit card","9"
"692-27-8933","B","Normal","Female","6","173.85","6","2/24/2019","13:02","Cash","6"
"633-09-3463","C","Normal","Female","1","142.95001","2","3/28/2019","12:58","Credit card","10"
"374-17-3652","B","Member","Female","3","128.45999","9","2/5/2019","15:26","Credit card","10"
"378-07-7001","B","Member","Male","1","144.27","3","2/10/2019","18:23","Credit card","10"
"433-75-6987","B","Member","Female","4","167.91","16","3/5/2019","19:06","Debit card","5"
"873-95-4984","B","Member","Female","4","230.70001","7","2/15/2019","20:21","Cash","10"
"416-13-5917","C","Normal","Female","3","291.09","5","1/30/2019","16:24","Debit card","10"
"150-89-8043","A","Normal","Male","6","133.95001","3","2/14/2019","15:04","Cash","8"
"135-84-8019","A","Normal","Female","2","233.79001","9","2/27/2019","16:10","Debit card","9"
"441-94-7118","A","Member","Male","1","215.84999","2","2/4/2019","12:14","Cash","4"
"725-96-3778","C","Member","Female","5","267.75","20","1/20/2019","10:13","Cash","2"
"531-80-1784","A","Normal","Male","1","78.06","5","3/28/2019","17:38","Cash","6"
"400-45-1220","B","Normal","Female","4","40.5","10","2/27/2019","11:06","Credit card","6"
"860-79-0874","C","Member","Female","2","297.90002","10","2/15/2019","14:53","Credit card","8"
"834-61-8124","A","Normal","Male","1","155.06999","7","1/26/2019","18:22","Cash","7"
"115-99-4379","B","Member","Female","2","164.19","16","3/14/2019","19:02","Credit card","5"
"565-67-6697","B","Member","Male","5","null","7","3/2/2019","14:16","Cash","6"
"320-49-6392","C","Normal","Female","1","90.72","0","3/4/2019","15:44","Cash","10"
"889-04-9723","B","Member","Female","3","267.41998","12","1/7/2019","12:20","Credit card","4"
"632-90-0281","C","Normal","Female","2","112.649994","8","3/8/2019","20:01","Credit card","10"
"554-42-2417","C","Normal","Female","6","286.32","10","1/9/2019","13:45","Cash","6"
"453-63-6187","B","Normal","Male","1","82.5","2","3/1/2019","15:40","Debit card","8"
"578-80-7669","B","Normal","Male","6","224.91","0","3/16/2019","16:58","Cash","7"
"612-36-5536","A","Member","Male","3","242.88","24","2/17/2019","11:12","Credit card","9"
"605-72-4132","C","Normal","Female","3","283.41","8","2/27/2019","15:12","Cash","10"
"471-41-2823","C","Normal","Male","3","299.37","1","3/7/2019","20:37","Debit card","10"
"462-67-9126","A","Normal","Male","5","219.66","6","1/21/2019","17:44","Cash","9"
"272-27-9238","C","Normal","Female","3","123.72","4","2/19/2019","16:23","Cash","9"
"834-25-9262","C","Normal","Female","2","245.04001","4","1/6/2019","12:12","Cash","10"
"122-61-9553","C","Normal","Female","1","153.95999","7","3/14/2019","19:33","Cash","7"
"468-88-0009","A","Member","Male","5","197.82","3","3/24/2019","10:29","Cash","7"
"613-59-9758","C","Normal","Female","6","43.079998","10","1/27/2019","14:28","Cash","7"
"254-31-0042","A","Member","Male","1","64.5","14","3/6/2019","12:46","Credit card","4"
"201-86-2184","B","Member","Female","1","null","21","2/2/2019","19:40","Cash","5"
"261-12-8671","B","Normal","Female","2","182.88","6","1/25/2019","19:39","Credit card","2"
"730-70-9830","C","Normal","Female","5","210.33","4","3/14/2019","17:54","Debit card","6"
"382-25-8917","C","Normal","Male","2","126.240005","6","1/29/2019","12:25","Cash","10"
"422-29-8786","A","Normal","Female","5","201.26999","5","1/3/2019","16:47","Credit card","10"
"667-23-5919","A","Member","Female","2","290.09998","10","1/14/2019","12:52","Debit card","4"
"843-01-4703","B","Member","Female","5","106.14","27","1/5/2019","19:50","Credit card","5"
"743-88-1662","C","Normal","Male","6","286.47","7","2/22/2019","18:17","Debit card","10"
"595-86-2894","C","Member","Male","2","290.94","4","2/6/2019","17:20","Debit card","10"
"182-69-8360","B","Normal","Female","1","70.95","4","1/30/2019","13:32","Credit card","5"
"289-15-7034","A","Member","Male","6","246.99","4","1/11/2019","10:37","Credit card","9"
"462-78-5240","C","Normal","Female","1","79.83","1","3/19/2019","14:35","Cash","5"
"868-52-7573","B","Normal","Female","3","299.07","15","1/14/2019","12:09","Cash","5"
"153-58-4872","C","Member","Female","3","224.67","3","3/1/2019","15:32","Debit card","5"
"662-72-2873","A","Normal","Female","3","122.81999","5","1/6/2019","13:58","Debit card","10"
"525-88-7307","B","Member","Male","6","227.45999","1","1/31/2019","13:19","Cash","7"
"689-16-9784","C","Normal","Male","3","140.31","4","3/11/2019","13:37","Cash","7"
"725-56-0833","A","Normal","Female","4","96.96","10","2/20/2019","16:49","Credit card","10"
"394-41-0748","C","Member","Female","2","162.20999","9","1/27/2019","14:55","Debit card","10"
"596-42-3999","B","Normal","Male","3","54.659996","5","3/10/2019","14:04","Credit card","8"
"541-89-9860","C","Member","Female","2","241.44","3","2/15/2019","12:31","Cash","10"
"173-82-9529","B","Normal","Female","2","113.850006","10","1/26/2019","14:51","Cash","10"
"563-36-9814","A","Member","Male","1","230.45999","1","2/13/2019","18:27","Debit card","9"
"308-47-4913","A","Member","Female","6","156.78","120","3/9/2019","12:45","Credit card","3"
"885-17-6250","A","Normal","Female","4","239.22","0","3/6/2019","10:36","Debit card","9"
"726-27-2396","A","Normal","Female","4","232.5","5","1/24/2019","20:36","Debit card","5"
"316-01-3952","A","Normal","Female","3","162.81","4","3/13/2019","14:16","Debit card","5"
"760-54-1821","B","Normal","Male","5","40.77","7","3/15/2019","10:26","Cash","7"
"793-10-3222","B","Member","Female","4","123.18001","4","3/5/2019","13:30","Credit card","10"
"346-12-3257","B","Member","Male","1","57.72","7","3/4/2019","16:28","Cash","10"
"110-05-6330","C","Normal","Female","3","118.29","4","3/25/2019","20:18","Credit card","10"
"651-61-0874","C","Normal","Male","5","138.66","3","3/12/2019","20:04","Credit card","8"
"236-86-3015","C","Member","Male","5","41.94","1","2/4/2019","13:38","Debit card","10"
"831-64-0259","B","Normal","Female","2","119.25","5","2/22/2019","10:43","Debit card","10"
"587-03-7455","C","Member","Female","2","293.37","7","2/16/2019","17:30","Debit card","6"
"882-40-4577","A","Member","Male","6","201.78","4","1/19/2019","15:28","Credit card","10"
"732-67-5346","A","Normal","Male","3","41.37","10","1/11/2019","19:07","Credit card","4"
"725-32-9708","B","Member","Female","2","206.13","12","1/4/2019","19:01","Cash","2"
"256-08-8343","A","Normal","Female","5","169.59","6","3/4/2019","19:48","Debit card","3"
"372-26-1506","C","Normal","Female","2","71.46","5","1/28/2019","19:24","Debit card","7"
"244-08-0162","B","Normal","Female","4","null","10","1/2/2019","13:00","Cash","6"
"569-71-4390","B","Normal","Male","6","65.61","2","1/25/2019","14:29","Debit card","8"
"132-23-6451","A","Member","Male","4","62.909996","5","1/4/2019","13:21","Cash","10"
"696-90-2548","A","Normal","Male","6","77.520004","2","3/10/2019","18:55","Debit card","8"
"472-15-9636","A","Normal","Male","5","152.79001","12","3/22/2019","19:36","Debit card","5"
"268-03-6164","B","Normal","Male","4","288.33002","1","1/25/2019","16:28","Debit card","10"
"750-57-9686","C","Normal","Female","5","136.14","4","1/8/2019","13:48","Credit card","10"
"186-09-3669","C","Member","Female","4","244.53","2","1/22/2019","10:57","Debit card","5"
"848-07-1692","B","Normal","Female","4","171.66","2","1/12/2019","17:13","Debit card","10"
"745-71-3520","A","Member","Female","1","75.659996","7","2/4/2019","10:23","Cash","10"
"266-76-6436","C","Member","Female","3","115.799995","2","3/28/2019","13:57","Debit card","9"
"740-22-2500","C","Normal","Female","1","252.15001","3","1/23/2019","13:29","Cash","10"
"271-88-8734","C","Member","Female","2","291.63","10","2/8/2019","13:00","Credit card","10"
"301-81-8610","B","Member","Male","2","76.26","19","3/19/2019","19:42","Credit card","4"
"489-64-4354","C","Normal","Male","2","48.840004","0","3/9/2019","15:36","Cash","6"
"198-84-7132","B","Member","Male","2","null","9","1/2/2019","13:40","Cash","9"
"269-10-8440","A","Member","Male","4","159.51","7","1/21/2019","18:01","Cash","10"
"650-98-6268","B","Member","Female","3","62.61","2","3/20/2019","13:53","Credit card","10"
"741-73-3559","B","Normal","Male","6","201.81","5","2/27/2019","17:27","Cash","8"
"325-77-6186","A","Member","Female","5","271.95","8","3/8/2019","10:53","Debit card","9"
"286-75-7818","B","Normal","Male","2","207.24","6","1/31/2019","19:48","Credit card","4"
"574-57-9721","C","Normal","Male","3","129.81","1","3/8/2019","16:53","Debit card","7"
"459-50-7686","A","Normal","Female","1","70.38","12","1/13/2019","19:14","Debit card","3"
"616-87-0016","B","Normal","Male","2","286.62","5","3/9/2019","14:36","Credit card","10"
"837-55-7229","B","Normal","Female","2","142.31999","1","2/22/2019","18:19","Credit card","8"
"751-69-0068","C","Normal","Male","6","297.72","7","3/19/2019","19:09","Debit card","10"
"257-73-1380","C","Member","Male","6","248.79001","4","1/20/2019","16:51","Debit card","10"
"345-08-4992","A","Normal","Male","5","101.97","4","3/8/2019","15:37","Credit card","10"
"549-96-4200","C","Member","Male","3","51.120003","48","3/8/2019","20:15","Debit card","9"
"810-60-6344","C","Normal","Female","1","122.58","8","2/7/2019","14:38","Credit card","8"
"450-28-2866","C","Member","Male","3","52.32","7","1/15/2019","19:25","Cash","10"
"394-30-3170","B","Member","Female","6","265.29","144","3/22/2019","19:35","Credit card","2"
"138-17-5109","A","Member","Female","5","267.63","9","1/15/2019","15:42","Credit card","8"
"192-98-7397","C","Normal","Male","2","38.34","1","1/8/2019","14:11","Debit card","10"
"301-11-9629","A","Normal","Female","6","57.300003","7","1/15/2019","10:43","Cash","10"
"390-80-5128","B","Member","Female","4","57.449997","1","1/28/2019","17:58","Credit card","10"
"235-46-8343","C","Member","Male","3","82.979996","30","2/14/2019","11:26","Credit card","10"
"453-12-7053","C","Normal","Male","2","137.22","2","3/10/2019","17:38","Credit card","8"
"296-11-7041","B","Member","Female","4","81.21","1","1/12/2019","20:07","Credit card","6"
"449-27-2918","B","Member","Female","6","117.36","6","3/26/2019","11:02","Credit card","10"
"891-01-7034","B","Normal","Female","1","224.13","18","1/1/2019","19:07","Cash","4"
"744-09-5786","B","Normal","Male","1","null","6","1/2/2019","18:50","Cash","9"
"727-17-0390","A","Normal","Female","3","190.83","8","3/16/2019","12:43","Debit card","2"
"568-88-3448","A","Normal","Male","4","75","0","3/3/2019","15:09","Debit card","7"
"187-83-5490","A","Member","Male","1","62.31","4","1/31/2019","13:47","Cash","6"
"767-54-1907","B","Member","Female","2","88.68","5","2/13/2019","16:59","Cash","8"
"710-46-4433","B","Member","Female","3","232.20001","9","2/15/2019","14:15","Credit card","5"
"533-33-5337","B","Normal","Male","1","238.17","10","2/7/2019","20:24","Cash","8"
"325-90-8763","C","Member","Female","1","139.70999","10","1/27/2019","13:58","Cash","9"
"729-46-7422","C","Normal","Male","3","107.67","1","2/23/2019","16:52","Credit card","10"
"639-76-1242","C","Normal","Male","3","121.56","5","2/3/2019","15:19","Cash","5"
"234-03-4040","B","Member","Female","3","219.15001","24","3/3/2019","12:25","Credit card","5"
"326-71-2155","C","Normal","Female","6","221.84999","10","2/3/2019","10:02","Cash","3"
"320-32-8842","C","Member","Female","3","67.86","0","3/17/2019","18:58","Cash","8"
"470-32-9057","A","Member","Male","3","154.02","60","3/28/2019","15:31","Credit card","10"
"878-30-2331","C","Member","Female","6","null","60","3/2/2019","11:22","Credit card","9"
"440-59-5691","C","Member","Female","4","111.450005","7","2/8/2019","13:12","Credit card","10"
"554-53-3790","B","Normal","Male","6","111.06","4","3/22/2019","18:33","Cash","5"
"746-19-0921","C","Normal","Male","3","64.74","2","2/9/2019","10:02","Debit card","4"
"233-34-0817","C","Member","Female","1","296.52","1","2/15/2019","11:21","Cash","10"
"767-05-1286","C","Member","Female","5","251.31","6","1/23/2019","12:10","Debit card","7"
"340-21-9136","A","Member","Female","6","120.149994","8","1/25/2019","11:40","Cash","10"
"405-31-3305","A","Member","Male","2","null","10","2/2/2019","18:31","Credit card","7"
"731-59-7531","B","Member","Male","4","217.70999","6","3/30/2019","17:58","Cash","5"
"676-39-6028","A","Member","Female","1","193.32","4","3/30/2019","17:04","Cash","8"
"502-05-1910","A","Normal","Male","4","195.54001","3","2/25/2019","20:35","Credit card","8"
"485-30-8700","A","Normal","Female","6","99.78","4","3/18/2019","16:10","Credit card","5"
"598-47-9715","C","Normal","Male","1","252.20999","3","3/7/2019","16:54","Debit card","5"
"701-69-8742","B","Normal","Male","6","103.11","8","3/16/2019","10:11","Debit card","8"
"575-67-1508","A","Normal","Male","1","115.799995","1","1/29/2019","11:26","Debit card","8"
"541-08-3113","C","Normal","Male","3","null","8","2/2/2019","20:29","Cash","10"
"246-11-3901","C","Normal","Female","1","98.399994","10","2/15/2019","12:12","Cash","8"
"674-15-9296","A","Normal","Male","6","111.42","5","1/8/2019","13:05","Debit card","6"
"305-18-3552","B","Member","Male","5","181.14","10","2/12/2019","16:19","Cash","7"
"493-65-6248","C","Member","Female","6","110.94","20","1/1/2019","19:48","Credit card","9"
"438-01-4015","B","Member","Female","6","148.47","24","3/21/2019","15:25","Debit card","8"
"709-58-4068","B","Normal","Female","2","123.270004","10","2/28/2019","14:42","Cash","9"
"795-49-7276","A","Normal","Male","2","111.450005","3","3/23/2019","18:59","Debit card","10"
"556-72-8512","C","Normal","Male","5","68.88","1","1/30/2019","20:47","Cash","5"
"627-95-3243","B","Member","Female","5","233.04001","9","2/4/2019","13:21","Debit card","10"
"686-41-0932","B","Normal","Female","2","104.100006","4","3/13/2019","19:48","Debit card","4"
"510-09-5628","A","Member","Female","2","58.98","8","3/15/2019","18:20","Credit card","9"
"608-04-3797","B","Member","Female","4","75.96","6","3/5/2019","20:24","Debit card","10"
"148-82-2527","C","Member","Female","5","36.36","8","3/5/2019","13:44","Credit card","10"
"437-53-3084","B","Normal","Male","2","299.66998","2","2/26/2019","11:48","Debit card","9"
"632-32-4574","B","Normal","Male","6","227.76","6","3/20/2019","14:14","Cash","7"
"556-97-7101","C","Normal","Female","1","189.66","2","1/1/2019","15:51","Cash","10"
"862-59-8517","C","Normal","Female","3","270.72","6","1/27/2019","11:17","Cash","8"
"401-18-8016","B","Member","Female","6","294.38998","2","1/21/2019","17:36","Cash","10"
"420-18-8989","A","Member","Female","6","null","32","2/2/2019","15:47","Cash","10"
"277-63-2961","B","Member","Male","6","221.91","1","2/3/2019","15:53","Credit card","7"
"573-98-8548","C","Member","Female","2","95.7","1","1/5/2019","12:40","Debit card","10"
"620-02-2046","C","Normal","Male","5","208.20001","2","1/27/2019","19:48","Debit card","10"
"282-35-2475","B","Normal","Female","6","279.93","1","3/25/2019","17:53","Cash","8"
"511-54-3087","B","Normal","Male","6","265.34998","1","2/25/2019","16:36","Credit card","10"
"726-29-6793","A","Member","Male","1","72.54","8","1/28/2019","20:54","Debit card","10"
"387-49-4215","B","Member","Female","6","145.5","18","1/8/2019","12:50","Cash","4"
"862-17-9201","B","Normal","Female","3","252.15001","6","1/29/2019","10:48","Credit card","10"
"291-21-5991","B","Member","Male","4","183.87","4","3/29/2019","14:28","Cash","9"
"602-80-9671","C","Member","Female","5","47.85","6","2/9/2019","17:15","Credit card","6"
"347-72-6115","B","Member","Female","6","272.22","14","1/16/2019","18:03","Credit card","8"
"209-61-0206","A","Normal","Female","5","128.73","5","1/5/2019","17:29","Debit card","7"
"595-27-4851","A","Normal","Female","2","162.84","7","1/27/2019","18:05","Debit card","10"
"189-52-0236","A","Normal","Male","1","298.65002","11","3/14/2019","12:07","Cash","4"
"503-07-0930","C","Member","Male","6","175.17","7","2/23/2019","19:49","Credit card","10"
"413-20-6708","C","Member","Female","2","154.41","0","3/18/2019","15:52","Debit card","10"
"425-85-2085","B","Member","Male","4","164.58","4","3/29/2019","16:48","Debit card","10"
"521-18-7827","C","Member","Male","5","118.17","5","1/22/2019","20:46","Credit card","10"
"220-28-1851","A","Normal","Male","5","104.19","1","3/1/2019","18:14","Debit card","10"
"600-38-9738","C","Member","Male","6","215.76","5","1/17/2019","15:05","Credit card","5"
"734-91-1155","B","Normal","Female","1","137.13","2","3/26/2019","10:34","Credit card","10"
"451-28-5717","C","Member","Female","5","249.51","4","3/20/2019","11:23","Cash","9"
"609-81-8548","A","Member","Female","5","112.31999","6","2/6/2019","13:55","Credit card","7"
"133-14-7229","C","Normal","Male","4","188.61","2","1/1/2019","11:43","Cash","6"
"534-01-4457","A","Normal","Male","3","245.13","6","1/27/2019","14:36","Credit card","10"
"719-89-8991","A","Member","Female","6","274.23","20","2/25/2019","16:03","Debit card","9"
"286-62-6248","B","Normal","Male","2","117.63","4","1/16/2019","20:03","Credit card","10"
"339-38-9982","B","Member","Male","2","179.58","2","1/13/2019","14:55","Debit card","8"
"827-44-5872","B","Member","Female","3","163.08","10","2/7/2019","11:28","Credit card","7"
"827-77-7633","A","Normal","Male","6","294.27","18","2/17/2019","19:41","Cash","5"
"287-83-1405","A","Normal","Male","4","76.29","12","2/12/2019","19:01","Debit card","4"
"435-13-4908","A","Member","Male","2","260.04","8","1/24/2019","18:04","Credit card","9"
"857-67-9057","B","Normal","Male","1","68.850006","30","2/6/2019","19:20","Debit card","4"
"236-27-1144","C","Normal","Female","3","48.93","18","3/26/2019","10:31","Debit card","5"
"892-05-6689","A","Normal","Female","5","84.96","4","3/11/2019","13:28","Debit card","8"
"583-41-4548","C","Normal","Male","5","50.010002","7","2/7/2019","11:36","Debit card","9"
"339-12-4827","B","Member","Female","2","221.88","1","1/5/2019","11:32","Credit card","6"
"643-38-7867","A","Normal","Male","5","293.82","0","3/7/2019","11:44","Debit card","8"
"308-81-0538","A","Normal","Female","2","219.15001","4","2/25/2019","17:16","Credit card","6"
"358-88-9262","C","Member","Female","3","262.44","6","2/1/2019","18:43","Debit card","6"
"460-35-4390","A","Normal","Male","5","92.04","3","1/22/2019","11:00","Debit card","10"
"343-87-0864","C","Member","Male","4","227.63998","2","1/3/2019","10:30","Credit card","4"
"173-50-1108","B","Member","Female","6","60.54","48","2/13/2019","12:14","Credit card","3"
"243-47-2663","C","Member","Male","1","56.31","6","1/28/2019","16:43","Credit card","7"
"841-18-8232","B","Normal","Female","3","213.59999","1","1/5/2019","20:40","Credit card","10"
"701-23-5550","B","Member","Male","5","116.43001","3","3/19/2019","13:40","Debit card","6"
"647-50-1224","A","Normal","Female","2","88.26","10","1/12/2019","16:23","Debit card","10"
"541-48-8554","A","Normal","Male","6","182.85","18","1/7/2019","12:08","Credit card","3"
"539-21-7227","B","Normal","Female","6","154.62","5","1/26/2019","17:45","Cash","5"
"213-32-1216","A","Normal","Female","1","198.18","6","1/23/2019","10:28","Cash","9"
"747-58-7183","B","Normal","Male","2","171.81","3","2/9/2019","20:31","Debit card","8"
"582-52-8065","B","Normal","Female","2","162.93001","9","2/22/2019","10:49","Cash","10"
"210-57-1719","B","Normal","Female","4","174.72","27","2/5/2019","12:34","Cash","5"
"399-69-4630","C","Normal","Male","1","66.63","12","3/7/2019","10:23","Credit card","5"
"134-75-2619","A","Member","Male","1","57.96","5","3/25/2019","18:51","Cash","8"
"356-44-8813","B","Normal","Male","5","112.44","3","1/20/2019","13:45","Credit card","10"
"198-66-9832","B","Member","Female","2","216.12","6","2/4/2019","19:38","Cash","5"
"283-26-5248","C","Member","Female","3","295.56","10","1/30/2019","20:23","Debit card","5"
"712-39-0363","A","Member","Male","3","null","9","1/2/2019","15:24","Debit card","7"
"218-59-9410","A","Member","Female","5","217.26","2","3/29/2019","16:54","Debit card","10"
"174-75-0888","B","Normal","Male","1","64.74","21","3/14/2019","12:32","Cash","4"
"866-99-7614","C","Normal","Male","3","267.59998","10","2/11/2019","15:42","Credit card","5"
"134-54-4720","B","Normal","Female","1","127.259995","8","1/30/2019","13:58","Debit card","7"
"760-90-2357","A","Member","Male","1","223.53","4","3/20/2019","15:08","Debit card","6"
"514-37-2845","B","Normal","Male","2","297.75","1","3/20/2019","13:02","Cash","10"
"698-98-5964","A","Normal","Female","3","243.63","10","1/17/2019","13:01","Credit card","8"
"718-57-9773","C","Normal","Female","6","147.99","10","2/3/2019","16:40","Credit card","10"
"651-88-7328","A","Normal","Female","2","197.22","9","1/1/2019","13:55","Cash","10"
"241-11-2261","B","Normal","Female","2","239.58","7","1/10/2019","10:33","Credit card","7"
"408-26-9866","C","Normal","Female","6","null","5","3/2/2019","16:42","Debit card","5"
"834-83-1826","B","Member","Female","5","246.12","5","2/25/2019","17:16","Credit card","9"
"343-61-3544","B","Member","Male","6","80.01","10","1/29/2019","11:48","Cash","10"
"239-48-4278","A","Member","Male","3","30.39","168","3/10/2019","19:35","Debit card","4"
"355-34-6244","B","Normal","Male","3","217.17","6","1/13/2019","19:55","Credit card","4"
"550-84-8664","A","Normal","Male","6","257.73","4","3/22/2019","14:33","Credit card","10"
"339-96-8318","B","Member","Male","2","243.93","16","3/1/2019","19:49","Debit card","3"
"458-61-0011","B","Normal","Male","3","180.9","4","2/20/2019","18:43","Cash","7"
"592-34-6155","C","Normal","Male","3","95.31","4","1/14/2019","14:43","Debit card","8"
"797-88-0493","A","Normal","Female","4","192.81","3","3/26/2019","13:54","Cash","10"
"207-73-1363","B","Normal","Male","4","208.53","4","3/1/2019","12:15","Debit card","4"
"390-31-6381","C","Normal","Male","3","81.659996","3","1/7/2019","12:37","Cash","9"
"443-82-0585","A","Member","Female","4","233.04001","8","2/1/2019","19:54","Cash","5"
"339-18-7061","C","Member","Female","2","278.94","2","2/13/2019","15:06","Credit card","10"
"359-90-3665","B","Member","Female","2","54.239998","4","1/14/2019","18:03","Credit card","10"
"375-72-3056","B","Normal","Male","6","189.18001","3","1/19/2019","15:58","Debit card","9"
"127-47-6963","A","Normal","Male","4","155.13","3","3/9/2019","13:53","Credit card","10"
"278-86-2735","A","Normal","Female","3","157.02","2","3/27/2019","14:03","Cash","10"
"695-28-6250","A","Normal","Female","6","129.18001","5","2/4/2019","16:38","Debit card","10"
"379-17-6588","C","Normal","Male","2","178.83","8","3/14/2019","11:07","Cash","6"
"227-50-3718","A","Normal","Male","4","43.86","8","3/4/2019","12:23","Cash","2"
"302-15-2162","C","Member","Male","4","139.59","12","3/3/2019","10:54","Credit card","2"
"788-07-8452","C","Member","Female","5","72.72","7","1/27/2019","17:38","Debit card","10"
"560-49-6611","A","Member","Female","6","136.74","4","2/7/2019","14:13","Cash","10"
"880-35-0356","A","Member","Female","6","225.59999","12","2/5/2019","11:51","Debit card","6"
"585-11-6748","B","Member","Male","6","290.40002","2","3/15/2019","13:05","Cash","6"
"470-31-3286","B","Normal","Male","4","44.46","2","3/1/2019","11:30","Credit card","10"
"152-68-2907","A","Normal","Male","3","156.6","3","2/15/2019","13:30","Credit card","10"
"123-35-4896","C","Normal","Female","6","139.98","9","2/17/2019","19:11","Debit card","6"
"258-69-7810","C","Normal","Female","2","110.549995","5","1/26/2019","18:53","Cash","10"
"334-64-2006","A","Member","Female","5","210.95999","1","3/24/2019","14:22","Debit card","10"
"219-61-4139","C","Normal","Male","1","249.24","1","1/23/2019","17:16","Debit card","8"
"881-41-7302","C","Normal","Female","2","194.97","2","1/26/2019","10:06","Credit card","2"
"373-09-4567","C","Normal","Male","3","232.68","8","3/14/2019","20:35","Debit card","8"
"642-30-6693","B","Normal","Female","6","163.53","4","3/17/2019","13:54","Debit card","10"
"484-22-8230","C","Member","Female","2","155.67","7","1/8/2019","20:08","Cash","5"
"830-58-2383","B","Normal","Male","5","95.25","4","2/8/2019","15:26","Cash","10"
"559-98-9873","A","Member","Female","2","160.95001","14","2/10/2019","12:56","Debit card","3"
"544-32-5024","C","Member","Female","3","149.37","3","3/28/2019","19:16","Credit card","8"
"318-12-0304","A","Normal","Male","2","91.83","2","1/23/2019","12:20","Debit card","3"
"349-97-8902","B","Member","Male","3","173.67","3","1/17/2019","10:37","Debit card","10"
"421-95-9805","A","Normal","Female","1","86.88","1","2/7/2019","10:18","Credit card","8"
"277-35-5865","C","Member","Female","3","296.91","7","3/9/2019","11:23","Cash","8"
"789-23-8625","B","Member","Male","2","279.66","3","1/24/2019","11:45","Cash","9"
"284-54-4231","C","Member","Male","6","242.79001","1","1/19/2019","16:08","Credit card","10"
"443-59-0061","A","Member","Male","3","202.34999","30","2/3/2019","11:25","Debit card","5"
"509-29-3912","A","Member","Female","6","116.16","108","3/20/2019","12:24","Debit card","2"
"327-40-9673","B","Member","Male","6","217.79999","18","1/13/2019","19:51","Cash","4"
"840-19-2096","C","Member","Male","1","263.73","4","3/14/2019","18:10","Debit card","5"
"828-46-6863","A","Member","Male","3","295.59","9","1/23/2019","11:22","Credit card","5"
"641-96-3695","C","Member","Female","2","130.38","6","2/7/2019","17:55","Debit card","10"
"420-97-3340","A","Normal","Female","3","215.04001","2","3/28/2019","15:30","Credit card","10"
"436-54-4512","A","Member","Female","3","274.83002","1","3/20/2019","19:44","Cash","5"
"670-79-6321","B","Member","Female","5","283.77","7","1/17/2019","15:27","Credit card","6"
"852-62-7105","B","Normal","Female","2","249.75","10","1/12/2019","11:25","Credit card","5"
"598-06-7312","B","Member","Male","2","274.05","1","2/16/2019","15:42","Cash","8"
"135-13-8269","B","Member","Female","3","236.63998","2","1/26/2019","16:04","Cash","10"
"816-57-2053","A","Normal","Male","6","182.61","3","3/9/2019","12:37","Debit card","5"
"628-90-8624","B","Member","Male","4","247.74","8","3/14/2019","14:41","Cash","6"
"856-66-2701","A","Member","Male","5","159.9","3","1/25/2019","14:19","Debit card","9"
"308-39-1707","A","Normal","Female","2","36.27","1","1/26/2019","18:19","Credit card","10"
"149-61-1929","A","Normal","Male","6","192.57","10","1/19/2019","14:08","Credit card","8"
"655-07-2265","A","Normal","Male","1","234.93","2","3/5/2019","16:38","Debit card","7"
"589-02-8023","A","Member","Male","3","251.31","3","1/15/2019","10:54","Credit card","9"
"420-04-7590","B","Normal","Male","5","299.09998","2","3/18/2019","11:29","Debit card","6"
"182-88-2763","B","Member","Male","3","239.73001","108","3/20/2019","19:28","Credit card","3"
"188-55-0967","B","Member","Male","4","199.41","10","1/15/2019","15:01","Credit card","6"
"610-46-4100","A","Normal","Male","4","86.850006","5","3/3/2019","20:31","Credit card","7"
"318-81-2368","C","Normal","Female","1","138.6","0","3/19/2019","12:16","Cash","8"
